| Time            |   T° | Well   |   Data | Row   |   Column | Read    |   Ex |   Em |   Seconds | Experiment        | Label              | DNA Template                |   [DNA Template] (ng/uL) | Blank   |   DataBlank |   DataBlanked |
| 0 days 05:20:00 | 37.1 | C1     |  35404 | C     |        1 | 490,520 |  490 |  520 |     19200 | DNA Comparison    | plamGFP (20240622) | pT7-lacO-plamGFP (20240622) |                     29.3 | nan     |         nan |           nan |
| 0 days 05:25:00 | 37   | C1     |  35600 | C     |        1 | 490,520 |  490 |  520 |     19500 | DNA Comparison    | plamGFP (20240622) | pT7-lacO-plamGFP (20240622) |                     29.3 | nan     |         nan |           nan |
| 0 days 05:30:00 | 37.1 | C1     |  35894 | C     |        1 | 490,520 |  490 |  520 |     19800 | DNA Comparison    | plamGFP (20240622) | pT7-lacO-plamGFP (20240622) |                     29.3 | nan     |         nan |           nan |
| 0 days 05:35:00 | 37   | C1     |  35560 | C     |        1 | 490,520 |  490 |  520 |     20100 | DNA Comparison    | plamGFP (20240622) | pT7-lacO-plamGFP (20240622) |                     29.3 | nan     |         nan |           nan |
| 0 days 05:40:00 | 37   | C1     |  35544 | C     |        1 | 490,520 |  490 |  520 |     20400 | DNA Comparison    | plamGFP (20240622) | pT7-lacO-plamGFP (20240622) |                     29.3 | nan     |         nan |           nan |
| 0 days 05:45:00 | 37   | C1     |  35496 | C     |        1 | 490,520 |  490 |  520 |     20700 | DNA Comparison    | plamGFP (20240622) | pT7-lacO-plamGFP (20240622) |                     29.3 | nan     |         nan |           nan |
| 0 days 05:50:00 | 37   | C1     |  35525 | C     |        1 | 490,520 |  490 |  520 |     21000 | DNA Comparison    | plamGFP (20240622) | pT7-lacO-plamGFP (20240622) |                     29.3 | nan     |         nan |           nan |
| 0 days 05:55:00 | 37   | C1     |  35549 | C     |        1 | 490,520 |  490 |  520 |     21300 | DNA Comparison    | plamGFP (20240622) | pT7-lacO-plamGFP (20240622) |                     29.3 | nan     |         nan |           nan |
| 0 days 06:00:00 | 37.1 | C1     |  35725 | C     |        1 | 490,520 |  490 |  520 |     21600 | DNA Comparison    | plamGFP (20240622) | pT7-lacO-plamGFP (20240622) |                     29.3 | nan     |         nan |           nan |
| 0 days 00:00:00 | 37   | C2     |    269 | C     |        2 | 490,520 |  490 |  520 |         0 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 00:05:00 | 37.1 | C2     |    277 | C     |        2 | 490,520 |  490 |  520 |       300 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 00:10:00 | 37   | C2     |    272 | C     |        2 | 490,520 |  490 |  520 |       600 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 00:15:00 | 37   | C2     |    260 | C     |        2 | 490,520 |  490 |  520 |       900 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 00:20:00 | 37   | C2     |    245 | C     |        2 | 490,520 |  490 |  520 |      1200 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 00:25:00 | 37   | C2     |    262 | C     |        2 | 490,520 |  490 |  520 |      1500 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 00:30:00 | 37   | C2     |    264 | C     |        2 | 490,520 |  490 |  520 |      1800 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 00:35:00 | 36.9 | C2     |    255 | C     |        2 | 490,520 |  490 |  520 |      2100 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 00:40:00 | 37   | C2     |    263 | C     |        2 | 490,520 |  490 |  520 |      2400 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 00:45:00 | 37.1 | C2     |    242 | C     |        2 | 490,520 |  490 |  520 |      2700 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 00:50:00 | 37.1 | C2     |    261 | C     |        2 | 490,520 |  490 |  520 |      3000 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 00:55:00 | 37   | C2     |    253 | C     |        2 | 490,520 |  490 |  520 |      3300 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 01:00:00 | 37   | C2     |    256 | C     |        2 | 490,520 |  490 |  520 |      3600 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 01:05:00 | 37   | C2     |    264 | C     |        2 | 490,520 |  490 |  520 |      3900 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 01:10:00 | 37.1 | C2     |    264 | C     |        2 | 490,520 |  490 |  520 |      4200 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 01:15:00 | 37   | C2     |    254 | C     |        2 | 490,520 |  490 |  520 |      4500 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 01:20:00 | 37   | C2     |    245 | C     |        2 | 490,520 |  490 |  520 |      4800 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 01:25:00 | 37.1 | C2     |    266 | C     |        2 | 490,520 |  490 |  520 |      5100 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 01:30:00 | 37   | C2     |    288 | C     |        2 | 490,520 |  490 |  520 |      5400 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 01:35:00 | 37.1 | C2     |    281 | C     |        2 | 490,520 |  490 |  520 |      5700 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 01:40:00 | 37.1 | C2     |    255 | C     |        2 | 490,520 |  490 |  520 |      6000 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 01:45:00 | 37.1 | C2     |    265 | C     |        2 | 490,520 |  490 |  520 |      6300 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 01:50:00 | 37   | C2     |    269 | C     |        2 | 490,520 |  490 |  520 |      6600 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 01:55:00 | 37   | C2     |    276 | C     |        2 | 490,520 |  490 |  520 |      6900 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 02:00:00 | 37   | C2     |    257 | C     |        2 | 490,520 |  490 |  520 |      7200 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 02:05:00 | 37   | C2     |    250 | C     |        2 | 490,520 |  490 |  520 |      7500 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 02:10:00 | 37   | C2     |    262 | C     |        2 | 490,520 |  490 |  520 |      7800 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 02:15:00 | 37   | C2     |    254 | C     |        2 | 490,520 |  490 |  520 |      8100 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 02:20:00 | 37   | C2     |    279 | C     |        2 | 490,520 |  490 |  520 |      8400 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 02:25:00 | 37   | C2     |    269 | C     |        2 | 490,520 |  490 |  520 |      8700 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 02:30:00 | 37   | C2     |    274 | C     |        2 | 490,520 |  490 |  520 |      9000 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 02:35:00 | 37   | C2     |    270 | C     |        2 | 490,520 |  490 |  520 |      9300 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 02:40:00 | 37   | C2     |    266 | C     |        2 | 490,520 |  490 |  520 |      9600 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 02:45:00 | 37   | C2     |    280 | C     |        2 | 490,520 |  490 |  520 |      9900 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 02:50:00 | 37   | C2     |    263 | C     |        2 | 490,520 |  490 |  520 |     10200 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 02:55:00 | 37.1 | C2     |    251 | C     |        2 | 490,520 |  490 |  520 |     10500 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 03:00:00 | 37.1 | C2     |    268 | C     |        2 | 490,520 |  490 |  520 |     10800 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 03:05:00 | 37   | C2     |    281 | C     |        2 | 490,520 |  490 |  520 |     11100 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 03:10:00 | 37.1 | C2     |    248 | C     |        2 | 490,520 |  490 |  520 |     11400 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 03:15:00 | 37   | C2     |    277 | C     |        2 | 490,520 |  490 |  520 |     11700 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 03:20:00 | 37   | C2     |    289 | C     |        2 | 490,520 |  490 |  520 |     12000 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 03:25:00 | 37.1 | C2     |    265 | C     |        2 | 490,520 |  490 |  520 |     12300 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 03:30:00 | 37   | C2     |    273 | C     |        2 | 490,520 |  490 |  520 |     12600 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 03:35:00 | 37   | C2     |    266 | C     |        2 | 490,520 |  490 |  520 |     12900 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 03:40:00 | 37   | C2     |    256 | C     |        2 | 490,520 |  490 |  520 |     13200 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 03:45:00 | 37   | C2     |    278 | C     |        2 | 490,520 |  490 |  520 |     13500 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 03:50:00 | 37   | C2     |    282 | C     |        2 | 490,520 |  490 |  520 |     13800 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 03:55:00 | 37   | C2     |    251 | C     |        2 | 490,520 |  490 |  520 |     14100 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 04:00:00 | 37   | C2     |    283 | C     |        2 | 490,520 |  490 |  520 |     14400 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 04:05:00 | 37   | C2     |    276 | C     |        2 | 490,520 |  490 |  520 |     14700 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 04:10:00 | 37.1 | C2     |    277 | C     |        2 | 490,520 |  490 |  520 |     15000 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 04:15:00 | 37   | C2     |    276 | C     |        2 | 490,520 |  490 |  520 |     15300 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 04:20:00 | 37   | C2     |    267 | C     |        2 | 490,520 |  490 |  520 |     15600 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 04:25:00 | 37.1 | C2     |    273 | C     |        2 | 490,520 |  490 |  520 |     15900 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 04:30:00 | 37   | C2     |    284 | C     |        2 | 490,520 |  490 |  520 |     16200 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 04:35:00 | 37   | C2     |    262 | C     |        2 | 490,520 |  490 |  520 |     16500 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 04:40:00 | 37   | C2     |    271 | C     |        2 | 490,520 |  490 |  520 |     16800 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 04:45:00 | 37.1 | C2     |    275 | C     |        2 | 490,520 |  490 |  520 |     17100 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 04:50:00 | 37   | C2     |    294 | C     |        2 | 490,520 |  490 |  520 |     17400 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 04:55:00 | 37   | C2     |    276 | C     |        2 | 490,520 |  490 |  520 |     17700 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 05:00:00 | 37.1 | C2     |    281 | C     |        2 | 490,520 |  490 |  520 |     18000 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 05:05:00 | 37   | C2     |    264 | C     |        2 | 490,520 |  490 |  520 |     18300 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 05:10:00 | 37   | C2     |    275 | C     |        2 | 490,520 |  490 |  520 |     18600 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 05:15:00 | 37.1 | C2     |    285 | C     |        2 | 490,520 |  490 |  520 |     18900 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 05:20:00 | 37.1 | C2     |    274 | C     |        2 | 490,520 |  490 |  520 |     19200 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 05:25:00 | 37   | C2     |    284 | C     |        2 | 490,520 |  490 |  520 |     19500 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 05:30:00 | 37.1 | C2     |    284 | C     |        2 | 490,520 |  490 |  520 |     19800 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 05:35:00 | 37   | C2     |    282 | C     |        2 | 490,520 |  490 |  520 |     20100 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 05:40:00 | 37   | C2     |    295 | C     |        2 | 490,520 |  490 |  520 |     20400 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 05:45:00 | 37   | C2     |    264 | C     |        2 | 490,520 |  490 |  520 |     20700 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 05:50:00 | 37   | C2     |    267 | C     |        2 | 490,520 |  490 |  520 |     21000 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 05:55:00 | 37   | C2     |    269 | C     |        2 | 490,520 |  490 |  520 |     21300 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 06:00:00 | 37.1 | C2     |    284 | C     |        2 | 490,520 |  490 |  520 |     21600 | DNA Comparison    | plamGFP (20240626) | pT7-lacO-plamGFP (20240626) |                     35.8 | nan     |         nan |           nan |
| 0 days 00:00:00 | 37   | C3     |    269 | C     |        3 | 490,520 |  490 |  520 |         0 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 00:05:00 | 37.1 | C3     |    262 | C     |        3 | 490,520 |  490 |  520 |       300 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 00:10:00 | 37   | C3     |    236 | C     |        3 | 490,520 |  490 |  520 |       600 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 00:15:00 | 37   | C3     |    258 | C     |        3 | 490,520 |  490 |  520 |       900 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 00:20:00 | 37   | C3     |    245 | C     |        3 | 490,520 |  490 |  520 |      1200 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 00:25:00 | 37   | C3     |    267 | C     |        3 | 490,520 |  490 |  520 |      1500 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 00:30:00 | 37   | C3     |    265 | C     |        3 | 490,520 |  490 |  520 |      1800 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 00:35:00 | 36.9 | C3     |    257 | C     |        3 | 490,520 |  490 |  520 |      2100 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 00:40:00 | 37   | C3     |    268 | C     |        3 | 490,520 |  490 |  520 |      2400 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 00:45:00 | 37.1 | C3     |    277 | C     |        3 | 490,520 |  490 |  520 |      2700 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 00:50:00 | 37.1 | C3     |    253 | C     |        3 | 490,520 |  490 |  520 |      3000 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 00:55:00 | 37   | C3     |    264 | C     |        3 | 490,520 |  490 |  520 |      3300 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 01:00:00 | 37   | C3     |    271 | C     |        3 | 490,520 |  490 |  520 |      3600 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 01:05:00 | 37   | C3     |    306 | C     |        3 | 490,520 |  490 |  520 |      3900 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 01:10:00 | 37.1 | C3     |    344 | C     |        3 | 490,520 |  490 |  520 |      4200 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 01:15:00 | 37   | C3     |    380 | C     |        3 | 490,520 |  490 |  520 |      4500 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 01:20:00 | 37   | C3     |    452 | C     |        3 | 490,520 |  490 |  520 |      4800 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 01:25:00 | 37.1 | C3     |    488 | C     |        3 | 490,520 |  490 |  520 |      5100 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 01:30:00 | 37   | C3     |    569 | C     |        3 | 490,520 |  490 |  520 |      5400 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 01:35:00 | 37.1 | C3     |    687 | C     |        3 | 490,520 |  490 |  520 |      5700 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 01:40:00 | 37.1 | C3     |    804 | C     |        3 | 490,520 |  490 |  520 |      6000 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 01:45:00 | 37.1 | C3     |    918 | C     |        3 | 490,520 |  490 |  520 |      6300 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 01:50:00 | 37   | C3     |   1034 | C     |        3 | 490,520 |  490 |  520 |      6600 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 01:55:00 | 37   | C3     |   1199 | C     |        3 | 490,520 |  490 |  520 |      6900 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 02:00:00 | 37   | C3     |   1352 | C     |        3 | 490,520 |  490 |  520 |      7200 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 02:05:00 | 37   | C3     |   1524 | C     |        3 | 490,520 |  490 |  520 |      7500 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 02:10:00 | 37   | C3     |   1688 | C     |        3 | 490,520 |  490 |  520 |      7800 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 02:15:00 | 37   | C3     |   1823 | C     |        3 | 490,520 |  490 |  520 |      8100 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 02:20:00 | 37   | C3     |   1972 | C     |        3 | 490,520 |  490 |  520 |      8400 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 02:25:00 | 37   | C3     |   2108 | C     |        3 | 490,520 |  490 |  520 |      8700 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 02:30:00 | 37   | C3     |   2275 | C     |        3 | 490,520 |  490 |  520 |      9000 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 02:35:00 | 37   | C3     |   2375 | C     |        3 | 490,520 |  490 |  520 |      9300 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 02:40:00 | 37   | C3     |   2494 | C     |        3 | 490,520 |  490 |  520 |      9600 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 02:45:00 | 37   | C3     |   2630 | C     |        3 | 490,520 |  490 |  520 |      9900 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 02:50:00 | 37   | C3     |   2683 | C     |        3 | 490,520 |  490 |  520 |     10200 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 02:55:00 | 37.1 | C3     |   2855 | C     |        3 | 490,520 |  490 |  520 |     10500 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 03:00:00 | 37.1 | C3     |   2957 | C     |        3 | 490,520 |  490 |  520 |     10800 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 03:05:00 | 37   | C3     |   3077 | C     |        3 | 490,520 |  490 |  520 |     11100 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 03:10:00 | 37.1 | C3     |   3117 | C     |        3 | 490,520 |  490 |  520 |     11400 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 03:15:00 | 37   | C3     |   3134 | C     |        3 | 490,520 |  490 |  520 |     11700 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 03:20:00 | 37   | C3     |   3174 | C     |        3 | 490,520 |  490 |  520 |     12000 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 03:25:00 | 37.1 | C3     |   3283 | C     |        3 | 490,520 |  490 |  520 |     12300 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 03:30:00 | 37   | C3     |   3398 | C     |        3 | 490,520 |  490 |  520 |     12600 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
