| Time            |   T° | Well   |   Data | Row   |   Column | Read    |   Ex |   Em |   Seconds | Experiment        | Label              | DNA Template                |   [DNA Template] (ng/uL) | Blank   |   DataBlank |   DataBlanked |
| 0 days 05:10:00 | 37   | B2     |  45770 | B     |        2 | 490,520 |  490 |  520 |     18600 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         241 |         45529 |
| 0 days 05:15:00 | 37.1 | B2     |  45526 | B     |        2 | 490,520 |  490 |  520 |     18900 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         253 |         45273 |
| 0 days 05:20:00 | 37.1 | B2     |  45557 | B     |        2 | 490,520 |  490 |  520 |     19200 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         260 |         45297 |
| 0 days 05:25:00 | 37   | B2     |  45244 | B     |        2 | 490,520 |  490 |  520 |     19500 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         259 |         44985 |
| 0 days 05:30:00 | 37.1 | B2     |  45196 | B     |        2 | 490,520 |  490 |  520 |     19800 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         248 |         44948 |
| 0 days 05:35:00 | 37   | B2     |  45159 | B     |        2 | 490,520 |  490 |  520 |     20100 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         264 |         44895 |
| 0 days 05:40:00 | 37   | B2     |  44978 | B     |        2 | 490,520 |  490 |  520 |     20400 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         250 |         44728 |
| 0 days 05:45:00 | 37   | B2     |  44942 | B     |        2 | 490,520 |  490 |  520 |     20700 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         234 |         44708 |
| 0 days 05:50:00 | 37   | B2     |  44955 | B     |        2 | 490,520 |  490 |  520 |     21000 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         258 |         44697 |
| 0 days 05:55:00 | 37   | B2     |  44900 | B     |        2 | 490,520 |  490 |  520 |     21300 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         263 |         44637 |
| 0 days 06:00:00 | 37.1 | B2     |  44459 | B     |        2 | 490,520 |  490 |  520 |     21600 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         230 |         44229 |
| 0 days 00:00:00 | 37   | B3     |    289 | B     |        3 | 490,520 |  490 |  520 |         0 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         258 |            31 |
| 0 days 00:05:00 | 37.1 | B3     |    276 | B     |        3 | 490,520 |  490 |  520 |       300 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         247 |            29 |
| 0 days 00:10:00 | 37   | B3     |    330 | B     |        3 | 490,520 |  490 |  520 |       600 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         253 |            77 |
| 0 days 00:15:00 | 37   | B3     |    543 | B     |        3 | 490,520 |  490 |  520 |       900 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         246 |           297 |
| 0 days 00:20:00 | 37   | B3     |    982 | B     |        3 | 490,520 |  490 |  520 |      1200 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         243 |           739 |
| 0 days 00:25:00 | 37   | B3     |   1657 | B     |        3 | 490,520 |  490 |  520 |      1500 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         250 |          1407 |
| 0 days 00:30:00 | 37   | B3     |   2601 | B     |        3 | 490,520 |  490 |  520 |      1800 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         240 |          2361 |
| 0 days 00:35:00 | 36.9 | B3     |   3601 | B     |        3 | 490,520 |  490 |  520 |      2100 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         241 |          3360 |
| 0 days 00:40:00 | 37   | B3     |   4660 | B     |        3 | 490,520 |  490 |  520 |      2400 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         241 |          4419 |
| 0 days 00:45:00 | 37.1 | B3     |   5818 | B     |        3 | 490,520 |  490 |  520 |      2700 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         252 |          5566 |
| 0 days 00:50:00 | 37.1 | B3     |   7090 | B     |        3 | 490,520 |  490 |  520 |      3000 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         229 |          6861 |
| 0 days 00:55:00 | 37   | B3     |   8457 | B     |        3 | 490,520 |  490 |  520 |      3300 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         242 |          8215 |
| 0 days 01:00:00 | 37   | B3     |   9754 | B     |        3 | 490,520 |  490 |  520 |      3600 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         254 |          9500 |
| 0 days 01:05:00 | 37   | B3     |  11113 | B     |        3 | 490,520 |  490 |  520 |      3900 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         217 |         10896 |
| 0 days 01:10:00 | 37.1 | B3     |  12679 | B     |        3 | 490,520 |  490 |  520 |      4200 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         219 |         12460 |
| 0 days 01:15:00 | 37   | B3     |  13995 | B     |        3 | 490,520 |  490 |  520 |      4500 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         239 |         13756 |
| 0 days 01:20:00 | 37   | B3     |  15477 | B     |        3 | 490,520 |  490 |  520 |      4800 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         231 |         15246 |
| 0 days 01:25:00 | 37.1 | B3     |  16671 | B     |        3 | 490,520 |  490 |  520 |      5100 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         236 |         16435 |
| 0 days 01:30:00 | 37   | B3     |  18052 | B     |        3 | 490,520 |  490 |  520 |      5400 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         257 |         17795 |
| 0 days 01:35:00 | 37.1 | B3     |  19338 | B     |        3 | 490,520 |  490 |  520 |      5700 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         253 |         19085 |
| 0 days 01:40:00 | 37.1 | B3     |  20465 | B     |        3 | 490,520 |  490 |  520 |      6000 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         254 |         20211 |
| 0 days 01:45:00 | 37.1 | B3     |  21808 | B     |        3 | 490,520 |  490 |  520 |      6300 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         245 |         21563 |
| 0 days 01:50:00 | 37   | B3     |  22855 | B     |        3 | 490,520 |  490 |  520 |      6600 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         256 |         22599 |
| 0 days 01:55:00 | 37   | B3     |  23877 | B     |        3 | 490,520 |  490 |  520 |      6900 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         249 |         23628 |
| 0 days 02:00:00 | 37   | B3     |  25062 | B     |        3 | 490,520 |  490 |  520 |      7200 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         256 |         24806 |
| 0 days 02:05:00 | 37   | B3     |  25912 | B     |        3 | 490,520 |  490 |  520 |      7500 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         232 |         25680 |
| 0 days 02:10:00 | 37   | B3     |  26739 | B     |        3 | 490,520 |  490 |  520 |      7800 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         257 |         26482 |
| 0 days 02:15:00 | 37   | B3     |  27429 | B     |        3 | 490,520 |  490 |  520 |      8100 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         233 |         27196 |
| 0 days 02:20:00 | 37   | B3     |  28081 | B     |        3 | 490,520 |  490 |  520 |      8400 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         242 |         27839 |
| 0 days 02:25:00 | 37   | B3     |  28955 | B     |        3 | 490,520 |  490 |  520 |      8700 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         244 |         28711 |
| 0 days 02:30:00 | 37   | B3     |  29421 | B     |        3 | 490,520 |  490 |  520 |      9000 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         243 |         29178 |
| 0 days 02:35:00 | 37   | B3     |  29980 | B     |        3 | 490,520 |  490 |  520 |      9300 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         229 |         29751 |
| 0 days 02:40:00 | 37   | B3     |  30624 | B     |        3 | 490,520 |  490 |  520 |      9600 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         243 |         30381 |
| 0 days 02:45:00 | 37   | B3     |  30823 | B     |        3 | 490,520 |  490 |  520 |      9900 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         232 |         30591 |
| 0 days 02:50:00 | 37   | B3     |  31154 | B     |        3 | 490,520 |  490 |  520 |     10200 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         244 |         30910 |
| 0 days 02:55:00 | 37.1 | B3     |  31526 | B     |        3 | 490,520 |  490 |  520 |     10500 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         240 |         31286 |
| 0 days 03:00:00 | 37.1 | B3     |  32056 | B     |        3 | 490,520 |  490 |  520 |     10800 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         268 |         31788 |
| 0 days 03:05:00 | 37   | B3     |  32241 | B     |        3 | 490,520 |  490 |  520 |     11100 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         251 |         31990 |
| 0 days 03:10:00 | 37.1 | B3     |  32151 | B     |        3 | 490,520 |  490 |  520 |     11400 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         246 |         31905 |
| 0 days 03:15:00 | 37   | B3     |  32539 | B     |        3 | 490,520 |  490 |  520 |     11700 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         252 |         32287 |
| 0 days 03:20:00 | 37   | B3     |  32722 | B     |        3 | 490,520 |  490 |  520 |     12000 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         253 |         32469 |
| 0 days 03:25:00 | 37.1 | B3     |  32737 | B     |        3 | 490,520 |  490 |  520 |     12300 | DNA Concentration | GFP-20             | pT7-deGFP (AR-11)           |                     20   | nan     |         239 |         32498 |
